ID,Veröffentlicht,Artikelnummer,EAN code,ABAS-ID,Verwendungszweck,Produkttyp,Mounting:MountingMethod,RatingsCertifications:LuminaireType,RatingsCertifications:LuminairePictograph,Monitoring,Lieferländer-id,Supply,MaxInputVoltageAC,Anschlussquerschnitt,Betriebsart,Batterietechnologie,Lichtquelle,Konstantstrom,Farbtemperatur,RatingCertifications:Certifications,RatingsCertifications:RecognitionDistance,MaterialData:Material,HousingColorInformation:Color,ElectronicPerformanceData:MaxPower,ElectronicPerformanceData:LuminousFluxEmergency,ElectronicPerformanceData:Powerfactor,ElectronicBackupTimes:MaxBackupTime,ElectronicPerformanceData:LuminousFluxMains,TemperaturesBS:MaxTemp,TemperaturesBS:MinTemp,TemperaturesDS:MaxTemp,TemperaturesDS:MinTemp,RatingsCertifications:InsulationClass,RatingsCertifications:IKclass,RatingsCertifications:IngressProtection,Verkaufstext,HousingDimensions:Diameter,HousingDimensions:Height,HousingDimensions:Length,HousingDimension:Width
76453,1,ZAW413SC,4262483024928,"(91960,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76452,1,ZAW413SC-AZ,4262483024935,"(91961,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76451,1,ZAW411WL-COOLIP54,4262483024911,"(91959,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76445,1,ZAW411WL-AZ,4262483024898,"(91955,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76444,1,ZAW411WL-AZ-COOLIP54,4262483024904,"(91956,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76443,1,ZAW411WL,4262483024881,"(91954,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76442,1,ZAW411WB-COOLIP54,4262483024874,"(91953,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76441,1,ZAW411WB-AZ-COOLIP54,4262483024867,"(91952,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76440,1,ZAW411WB-AZ,4262483024850,"(91949,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76439,1,ZAW411WB,4262483024843,"(91948,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76438,1,ZAW411SC-COOLIP54,4262483024836,"(91947,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76437,1,ZAW411SC-AZ-COOLIP54,4262483024829,"(91946,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76436,1,ZAW411SC-AZ,4262483024812,"(91945,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 7016,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
76435,1,ZAW411SC,4262483024805,"(91935,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE,""5 Jahre Garantie""",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
76252,1,ZAW011SC-COOL-PL,,"(91188,2,0)","Katalog,Webseite",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
66160,1,ZAW013WB-AZ-COOL,4260682146625,"(35167,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
66159,1,ZAW013WB-COOL,4260682146618,"(35166,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-5 °C,35 °C,-5 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
65809,1,ZAW013WB-AZ-COOLIP54,4260659560997,"(28649,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
65805,1,ZAW011WB-AZ-COOLIP54,4260659560980,"(28611,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
64772,1,ZAW011SC-AZ-COOLIP54,4260682145062,"(25684,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
64705,1,ZAW011SC-COOLIP54,4260682145031,"(25681,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
64613,1,ZAW011SC-AZ-COOL,4260682145055,"(25683,2,0)","Webseite,Katalog",Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,65 mm,315 mm
64443,1,ZAW011SC-COOL,4260682145024,"(25680,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust, zinc die-cast wall surface-mounted luminaire for illuminating escape and emergency routes.</p>
<p>Particularly suited to illuminating escape and emergency routes at the exit and outside the building up to a safe zone. The radiating characterist",,140 mm,315 mm,65 mm
63818,1,ZAW013WB-COOLIP54,4260659561277,"(5162,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,35 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
63817,1,ZAW011WB-COOLIP54,4260659561260,"(5161,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WB,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
63312,1,ZAW011WL-AZ-COOL,4260581711238,"(4979,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
63311,1,ZAW011WL-COOL,4260581711221,"(2862,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
62497,1,ZAW011WL-COOLIP54,4260659564681,"(4980,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
62496,1,ZAW011WL-AZ-COOLIP54,4260659564674,"(2861,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",1 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
61178,1,ZAW013WL-AZ-COOLIP54,4260659564704,"(2872,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,WL,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"5,3 W",190 lm,"0,63 PF",3 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
61177,1,ZAW013SC-AZ-COOLIP54,4260659564698,"(2866,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 7016,"4,6 W",190 lm,"0,62 PF",3 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,65 mm,315 mm
61170,1,ZAW013SC-COOLIP54,4260581710071,"(2868,2,0)",Webseite,Notleuchte,Wandaufbau,Sicherheitsleuchte,Nein,SC,"Deutschland,Frankreich,GB,Global,Indien,Norwegen",Einzelbatterie,230 V,"2,5 mm²",BS / DS,LiFePO4,LED,150 mA,6500 K,"Müllentsorgung,CE",,Zinc die-cast,RAL 9003,"4,6 W",190 lm,"0,62 PF",3 h,190 lm,40 °C,-25 °C,40 °C,-25 °C,1,IK 8,IP 65,"<p>Robust wall-mounted Zinc die-cast luminaire for the lighting of escape and rescue routes in exit areas according to DIN EN 60598-1, DIN EN 60598-2-22 and EN 1838. Appealing design with concealed screws.<br />
Available for central power systems or as a",,140 mm,315 mm,65 mm
